final_value,total_return_pct,annualized_return_pct,max_drawdown_pct,win_loss_pct,long_win_pct,short_win_pct,pct_time_in_market,total_trades,num_long_trades,num_short_trades,sharpe_ratio,buy_hold_total_return_pct,buy_hold_annualized_return_pct,buy_hold_sharpe_ratio,alpha_over_buy_hold
1796975.1469569032,28.355367639778795,4.698835588974526,20.216022405315986,50.35971223021583,57.66423357664233,43.262411347517734,100.0,278,137,141,0.40346640443461607,352.5167108324338,32.007463172528695,1.2907007192585551,-324.16134319265495
