symbol,status,entry_step,entry_date,entry_price,capital_at_entry,exit_step,exit_date,exit_price,holding_days,trade_return_pct,realized_pnl,capital_after_exit,unrealized_pct,unrealized_pnl,current_price,current_date
EXC,CLOSED,47,2026-05-01 00:00:00,46.220001220703125,100391890.07332289,57,2026-05-15 00:00:00,44.400001525878906,10,-3.9376885477211863,-3953119.958258078,96438770.11506481,0.0,0.0,44.400001525878906,2026-05-15 00:00:00
FCX,CLOSED,22,2026-03-26 00:00:00,55.238365173339844,100000000.0,32,2026-04-10 00:00:00,67.0922622680664,10,21.45953642460026,21459536.42460026,121459536.42460026,0.0,0.0,67.0922622680664,2026-04-10 00:00:00
FCX,CLOSED,33,2026-04-13 00:00:00,66.70311737060547,121459536.42460026,43,2026-04-27 00:00:00,61.30500030517578,10,-8.09275080119196,-9829417.607125878,111630118.81747438,0.0,0.0,61.30500030517578,2026-04-27 00:00:00
FCX,CLOSED,46,2026-04-30 00:00:00,57.92499923706055,111630118.81747438,59,2026-05-19 00:00:00,59.060001373291016,13,1.9594340115317455,2187318.515222892,113817437.33269726,0.0,0.0,59.060001373291016,2026-05-19 00:00:00
FDX,OPEN,47,2026-05-01 00:00:00,403.0,100000000.0,,,,12,,0.0,,-6.955334684689034,-6955334.684689034,374.9700012207031,2026-05-19 00:00:00
GOOGL,OPEN,30,2026-04-08 00:00:00,320.44500732421875,100000000.0,,,,29,,0.0,,20.975516797452816,20975516.79745282,387.6600036621094,2026-05-19 00:00:00
GS,CLOSED,22,2026-03-26 00:00:00,833.7899780273438,100000000.0,32.0,2026-04-10 00:00:00,903.3699951171875,10,8.345029194817439,8345029.194817438,108345029.19481744,0.0,0.0,903.3699951171875,2026-04-10 00:00:00
GS,CLOSED,33,2026-04-13 00:00:00,875.5499877929688,108345029.19481744,46.0,2026-04-30 00:00:00,910.4099731445312,13,3.9814957269813185,4313752.707788318,112658781.90260576,0.0,0.0,910.4099731445312,2026-04-30 00:00:00
GS,OPEN,50,2026-05-06 00:00:00,935.9299926757812,112658781.90260576,,,,9,,0.0,,-0.768220112366562,-865467.420922998,928.739990234375,2026-05-19 00:00:00
IBM,OPEN,45,2026-04-29 00:00:00,228.65708923339844,100000000.0,,,,14,,0.0,,-2.7670637387872277,-2767063.738787228,222.3300018310547,2026-05-19 00:00:00
INTC,CLOSED,22,2026-03-26 00:00:00,46.29499816894531,100000000.0,32.0,2026-04-10 00:00:00,61.52000045776367,10,32.88692707850951,32886927.07850951,132886927.07850951,0.0,0.0,61.52000045776367,2026-04-10 00:00:00
INTC,OPEN,42,2026-04-24 00:00:00,82.19999694824219,132886927.07850951,,,,17,,0.0,,34.7931960648654,46235609.083000526,110.80000305175781,2026-05-19 00:00:00
JPM,CLOSED,37,2026-04-17 00:00:00,312.4700012207031,100000000.0,47,2026-05-01 00:00:00,313.95001220703125,10,0.4736489840772897,473648.98407728976,100473648.98407729,0.0,0.0,313.95001220703125,2026-05-01 00:00:00
JPM,CLOSED,48,2026-05-04 00:00:00,310.6199951171875,100473648.98407729,58,2026-05-18 00:00:00,298.0,10,-4.062840549729044,-4082084.1527175163,96391564.83135977,0.0,0.0,298.0,2026-05-18 00:00:00
KO,CLOSED,23,2026-03-27 00:00:00,74.81999969482422,100000000.0,34,2026-04-14 00:00:00,75.97000122070312,11,1.537024232250109,1537024.232250109,101537024.23225011,0.0,0.0,75.97000122070312,2026-04-14 00:00:00
KO,CLOSED,35,2026-04-15 00:00:00,75.73999786376953,101537024.23225011,45,2026-04-29 00:00:00,78.37000274658203,10,3.4724121428455637,3525783.9589246954,105062808.1911748,0.0,0.0,78.37000274658203,2026-04-29 00:00:00
KO,CLOSED,46,2026-04-30 00:00:00,78.79499816894531,105062808.1911748,56,2026-05-14 00:00:00,80.7300033569336,10,2.455746218610736,2580075.9393210257,107642884.13049583,0.0,0.0,80.7300033569336,2026-05-14 00:00:00
LIN,CLOSED,24,2026-03-30 00:00:00,495.8500061035156,100000000.0,57.0,2026-05-15 00:00:00,516.77001953125,33,4.219020504230261,4219020.504230261,104219020.50423026,0.0,0.0,516.77001953125,2026-05-15 00:00:00
LIN,OPEN,59,2026-05-19 00:00:00,508.7099914550781,104219020.50423026,,,,0,,0.0,,-0.5189566108792448,-540851.4967002986,506.07000732421875,2026-05-19 00:00:00
LLY,CLOSED,22,2026-03-26 00:00:00,912.3800048828125,100000000.0,32.0,2026-04-10 00:00:00,963.6900024414062,10,5.623752963019401,5623752.963019401,105623752.9630194,0.0,0.0,963.6900024414062,2026-04-10 00:00:00
LLY,CLOSED,33,2026-04-13 00:00:00,939.969970703125,105623752.9630194,52.0,2026-05-08 00:00:00,974.0700073242188,19,3.6277793635881745,3831796.7130397707,109455549.67605917,0.0,0.0,974.0700073242188,2026-05-08 00:00:00
LLY,OPEN,53,2026-05-11 00:00:00,949.0,109455549.67605917,,,,6,,0.0,,7.630134156431104,8351605.281942405,1021.4099731445312,2026-05-19 00:00:00
LRCX,CLOSED,23,2026-03-27 00:00:00,209.6649932861328,100000000.0,43.0,2026-04-27 00:00:00,267.760009765625,20,27.708496096059815,27708496.096059814,127708496.09605981,0.0,0.0,267.760009765625,2026-04-27 00:00:00
LRCX,OPEN,54,2026-05-12 00:00:00,287.2149963378906,127708496.09605981,,,,5,,0.0,,-4.816946061828215,-6151649.373319193,273.3800048828125,2026-05-19 00:00:00
MCD,CLOSED,22,2026-03-26 00:00:00,310.75,100000000.0,46,2026-04-30 00:00:00,290.54998779296875,24,-6.5004061808628295,-6500406.180862829,93499593.81913717,0.0,0.0,290.54998779296875,2026-04-30 00:00:00
META,CLOSED,26,2026-04-01 00:00:00,580.1300048828125,100000000.0,49,2026-05-05 00:00:00,613.3099975585938,23,5.719406408307344,5719406.408307344,105719406.40830734,0.0,0.0,613.3099975585938,2026-05-05 00:00:00
MPC,OPEN,53,2026-05-11 00:00:00,248.85000610351562,100000000.0,,,,6,,0.0,,5.292337788682955,5292337.788682954,262.0199890136719,2026-05-19 00:00:00
MRK,CLOSED,33,2026-04-13 00:00:00,121.02999877929688,100000000.0,43,2026-04-27 00:00:00,111.22000122070312,10,-8.105426470740259,-8105426.470740258,91894573.52925974,0.0,0.0,111.22000122070312,2026-04-27 00:00:00
MU,CLOSED,33,2026-04-13 00:00:00,416.4700012207031,100000000.0,43,2026-04-27 00:00:00,510.55999755859375,10,22.592262602854014,22592262.602854013,122592262.60285401,0.0,0.0,510.55999755859375,2026-04-27 00:00:00
NFLX,CLOSED,22,2026-03-26 00:00:00,91.5199966430664,100000000.0,32,2026-04-10 00:00:00,102.47000122070312,10,11.964603342745303,11964603.342745302,111964603.34274529,0.0,0.0,102.47000122070312,2026-04-10 00:00:00
