symbol,last_bar_date,report_start_date,primary_fill_mode,stance,position,last_signal_action,last_signal_date,current_price,entry_date,entry_price,days_in_trade,unrealized_pct,unrealized_pnl,realized_pnl,current_equity_live,cash_live,shares_live,total_return_pct_live,annualized_return_pct_live,alpha_over_buy_hold_pct_live,max_drawdown_pct_live,time_in_market_pct_live,total_closed_trades_live,win_pct_long_live,total_return_pct_backtest_style,annualized_return_pct_backtest_style,alpha_over_buy_hold_pct_backtest_style,max_drawdown_pct_backtest_style,time_in_market_pct_backtest_style,total_closed_trades_backtest_style,win_pct_long_backtest_style,last_q_hold,last_q_long,last_q_close,last_q_hold_masked,last_q_long_masked,last_q_close_masked,overwatch_enabled,overwatch_override_count,overwatch_override_pct,overwatch_review_count,saved_model_last_trained_date,saved_model_timestamp_utc
IBM,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,225.0,,,0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,6.212601053479984,0.0,0.0,0.0,0.0,0.0,0.0,6.212601053479984,0.0,0.0,0.0,0.0,-0.007027924060821533,-0.06736117601394653,-0.07156705856323242,-0.007027924060821533,-0.06736117601394653,-1000000000.0,False,0,0.0,0,2025-08-18,2026-05-14 13:13:59
INTC,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,118.95999908447266,2026-04-24,82.19999694824219,18,44.72019890630436,63748327.59587622,42549293.50703004,206297621.10290626,0.0,1734176.3844199071,106.29762110290626,10667.540113641862,-63.4529530479776,16.432326847405037,74.35897435897436,1.0,100.0,106.29762110290626,10667.540113641862,-63.4529530479776,16.432326847405037,71.7948717948718,2.0,100.0,-4.454563617706299,-4.83938455581665,-5.579491138458252,-4.454563617706299,-1000000000.0,-5.579491138458252,False,0,0.0,0,2025-08-21,2026-05-14 13:55:41
JPM,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,LONG,2026-05-20,301.9800109863281,,,0,0.0,0.0,-3608435.1686402266,96391564.83135976,96391564.83135976,0.0,-3.608435168640241,-21.138037015220192,-7.676688963447884,5.42711866279315,51.28205128205128,2.0,50.0,-3.608435168640241,-21.138037015220192,-7.676688963447884,5.42711866279315,51.28205128205128,2.0,50.0,0.16249950230121613,0.166104257106781,0.16392910480499268,0.16249950230121613,0.166104257106781,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 15:32:56
KO,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,81.55000305175781,,,0,0.0,0.0,7642884.1304958295,107642884.13049585,107642884.13049585,0.0,7.642884130495846,60.9438592696327,-1.5417461896506557,4.2509215592342535,79.48717948717949,3.0,100.0,7.642884130495846,60.9438592696327,-1.5417461896506557,4.2509215592342535,79.48717948717949,3.0,100.0,0.3223515748977661,0.3188806176185608,0.31810420751571655,0.3223515748977661,0.3188806176185608,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 16:21:28
LIN,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,506.6300048828125,2026-05-19,508.7099914550781,1,-0.40887472375295286,-426125.2321847057,4219020.504230261,103792895.27204557,0.0,204869.22265106204,3.7928952720455675,27.19432687865433,1.5446127904624196,3.4439542511778063,89.74358974358975,1.0,100.0,3.7928952720455675,27.19432687865433,1.5446127904624196,3.4439542511778063,87.17948717948718,2.0,50.0,0.5098370909690857,0.5555307865142822,0.47337836027145386,0.5098370909690857,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 16:40:14
LLY,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,1018.8699951171875,2026-05-11,947.3692016601562,7,7.547299757236588,8337695.364132043,10472561.476541191,118810256.84067324,0.0,116609.82991947664,18.810256840673237,204.55909846652406,5.0283305855963665,9.443582676294834,92.3076923076923,2.0,100.0,18.810256840673237,204.55909846652406,5.0283305855963665,9.443582676294834,89.74358974358975,3.0,100.0,0.23035027086734772,0.23504111170768738,0.2359369397163391,0.23035027086734772,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 17:28:50
LRCX,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,292.0899963378906,2026-05-12,287.2149963378906,6,1.6973347708713817,2167640.7095953515,27708496.096059814,129876136.80565517,0.0,444644.2481221234,29.876136805655168,441.46992415283034,-8.149571103534504,8.614403991125979,69.23076923076923,1.0,100.0,29.876136805655168,441.46992415283034,-8.149571103534504,8.614403991125979,66.66666666666666,2.0,100.0,0.1606435477733612,0.16001936793327332,0.17319735884666443,0.1606435477733612,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-20,2026-05-14 18:10:48
MCD,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,280.2699890136719,,,0,0.0,0.0,-6198551.156426564,93801448.84357344,93801448.84357344,0.0,-6.198551156426564,-33.86506733307307,3.078632782197281,6.834532303587186,58.97435897435898,1.0,0.0,-6.198551156426564,-33.86506733307307,3.078632782197281,6.834532303587186,58.97435897435898,1.0,0.0,0.3354288935661316,0.3341309428215027,0.3312132954597473,0.3354288935661316,0.3341309428215027,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 18:59:31
META,2026-05-20,2026-03-26,open_t_plus_1,FLAT,0,HOLD,2026-05-20,605.0599975585938,,,0,0.0,0.0,5719406.408307344,105719406.40830734,105719406.40830734,0.0,5.719406408307344,43.244061522041676,-4.785766152512952,11.590297595034851,58.97435897435898,1.0,100.0,5.719406408307344,43.244061522041676,-4.785766152512952,11.590297595034851,58.97435897435898,1.0,100.0,0.6205481290817261,0.5680886507034302,0.5396537184715271,0.6205481290817261,0.5680886507034302,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 20:07:56
MPC,2026-05-20,2026-03-26,open_t_plus_1,LONG,1,HOLD,2026-05-20,258.3699951171875,2026-05-11,247.9038848876953,7,4.221841958722621,4221841.958722637,0.0,104221841.95872264,0.0,403382.1416122692,4.221841958722636,30.629455777031467,-0.22665848599600844,1.4496149176949586,20.51282051282051,0.0,0.0,4.221841958722636,30.629455777031467,-0.22665848599600844,1.4496149176949586,17.94871794871795,1.0,100.0,0.246979221701622,0.24422027170658112,0.2496734857559204,0.246979221701622,-1000000000.0,-1000000000.0,False,0,0.0,0,2025-08-21,2026-05-14 20:51:40
