final_value,total_return_pct,annualized_return_pct,max_drawdown_pct,sharpe_ratio,total_trades,win_pct_overall,num_long_trades,num_short_trades,win_pct_long,win_pct_short,buy_hold_total_return_pct,alpha_over_buy_hold,override_count,override_pct
156092.5260669525,56.092526066952495,62.20079570101782,10.218001312432792,1.9752608401951675,11,72.72727272727273,10,1,70.0,100.0,34.796773940215004,21.295752126737494,7,3.0172413793103448
