final_value,total_return_pct,annualized_return_pct,max_drawdown_pct,sharpe_ratio,total_trades,win_pct_overall,num_long_trades,num_short_trades,win_pct_long,win_pct_short,buy_hold_total_return_pct,alpha_over_buy_hold,buy_hold_sharpe_ratio,override_count,override_pct
144306.67235159047,44.30667235159048,52.80207332463051,13.574555133673542,1.7110769068100993,2,50.0,2,0,50.0,0,46.20189574920273,-1.8952233976122501,1.8697775223502848,4,1.834862385321101
